PaperID;Index;Stressor;Effect;Endpoint;Species;Year;Authors;Title;Abstract;DOI;Quote;Location;Lat;Long;Approach category;Approach;Life stage;Direction;Interactions (Y/N);"Intereaction (none; synergistic; antagonistic)";Notes;Notes_anc;Notes_gh;;;;;;;;;;;;
Takolander2017a;a;Acidification;Habitat availability;Seaweed & Seagrass;Assorted red, brown, and green algae;2017;Takolander, Antti and Cabeza, Mar and Leskinen, Elina;Climate change can cause complex responses in Baltic Sea macroalgae: A systematic review;Estuarine macroalgae are important primary producers in aquatic ecosystems, and often foundation species providing structurally complex habitat Climate change alters many abiotic factors that affect their long-term persistence and distribution. Here, we review the existing scientific literature on the tolerance of key macroalgal species in the Baltic Sea, the world's largest brackish water body. Elevated temperature is expected to intensify coastal eutrophication, further promoting growth of opportunistic, filamentous species, especially green algae, which are often species associated with intensive filamentous algal blooms. Declining salinities will push the distributions of marine species towards south, which may alter the Baltic Sea community compositions towards a more limnic state. Together with increasing eutrophication trends this may cause losses in marine-originating foundation species such as Fucus, causing severe bio-diversity impacts. Experimental results on ocean acidification effects on macroalgae are mixed, with only few studies conducted in the Baltic Sea. We conclude that climate change can alter the structure and functioning of macroalgal eco-systems especially in the northern Baltic coastal areas, and can potentially act synergistically with eutrophication. We briefly discuss potential adaptation measures. (C) 2017 Elsevier B.V. All rights reserved.;10.1016/j.seares.2017.03.007;"""Effects of OA on macroalgae remain uncertain, but may potentially increase primary production, especially in red algae. If OA stimulates photosynthesis and growth of phytoplankton (Brading et al., 2011, Sandrini et al., 2016, Scheinin et al., 2015), underwater light conditions could potentially deteriorate even further from what is expected based on eutrophication scenarios, causing decreased depth penetration of macrophytes. On the other hand, if effects of OA on macroalgal photosynthesis in low light are positive (see above), this may provide some compensation against eutrophication-caused light limitation.""";Baltic Sea;58,35;20,40;Review;"Structured review via ISI Web of Knowledge targeting species with indices in the greater Baltic Sea of ""dominant"" or ""frequent"".";Adult;Negative;N;;Additive effects favor green filamentous algae, but drive an overall increase in primary production.;Consider positive effect on abundance/biomass and negative effect on habitat availability (due to reduced depth range)?;;;;;;;;;;;;;
Takolander2019a;a;Acidification;Growth/metabolism;Seaweed & Seagrass;Fucus vesiculosus;2019;Takolander, Antti and Cabeza, Mar and Leskinen, Elina;Seasonal interactive effects of pCO2 and irradiance on the ecophysiology of brown macroalga Fucus vesiculosus L.;Stochastic upwelling of seawater in the Baltic Sea from the deep, anoxic bottoms may bring low-pH water rich in CO2 close to the surface. Such events may become more frequent with climate change and ongoing ocean acidification (OA). Photoautotrophs, such as macroalgae, which are important foundation species, have been proposed to benefit from increased carbon availability due to reduced energetic cost in carbon acquisition. However, the exact effects of CO2 fertilization may depend on the ambient light environment, as photosynthesis rates depend on available irradiance. In this experimental study, interacting effects of CO2 addition and irradiance on the habitat-forming macroalga Fucus vesiculosus were investigated during two seasons - winter and summer - in the northern Baltic Sea. Growth rates remained unaffected by CO2 or irradiance during both seasons, suggesting that direct effects of elevated CO2 on mature F. vesiculosus are small. Increases in CO2 affected algal elemental ratios by increasing carbon and decreasing nitrogen content, with resulting changes in the C:N ratio, but only in winter. In summer, chlorophyll a content increased under low irradiance. Increases in CO2 caused a decline in light-harvesting efficiency (decrease in F-v/F-m and alpha) under high irradiance in summer, and conversely increased alpha under low irradiance. High irradiance caused increases in the maximum relative electron transport rate (rETR(max)) in summer, but not in winter. Differences between winter and summer indicate that F. vesiculosus responses to CO2 and irradiance are season-specific. Increases in carbon content during winter could indicate slightly positive effects of CO2 addition in the long run if the extra carbon gained may be capitalized in growth. The results of this study suggest that increases in CO2, either through upwelling or OA, may have positive effects on F. vesiculosus, but these effects are probably small.;10.1080/09670262.2019.1572226;"""Although growth rate remained unaffected by pCO2 or light, algae in high pCO2 treatments were able to obtain an equal or greater share of inorganic carbon, especially during winter. As the sugar alcohol mannitol is the main carbon sink in F. vesiculosus (Bidwell & Ghosh, Citation1962; Lehvo et al., Citation2001), an increase in inorganic carbon content may indicate increases in the mannitol pool. Although growth rates were not directly stimulated by pCO2 treatments, an increase in mannitol storage could imply that high pCO2 would have positive effects on growth rates in the longer term, because the energy stored in mannitol could later be utilized for growth (Lehvo et al., Citation2001). In our study, increasing pCO2 generally increased C content, which suggests that the alga could either elevate the carbon fixation rate or reduce respiratory losses of carbon under high pCO2.""";Finnish Baltic;59,81;23,24;Lab;Fucus was exposed to treatments in a lab consistency of different pH levels and light regimes (irradiance levels) for two different seasons (summer and winter). Temperature and salinity followed ambient conditions and was therefore monitored, but not controlled. Growth rate was the primary response variable.;Adult;Mixed-Positive;N;;Weakly positive result showing little impact in the short term, but evidence that long term growth would increase in low pH environments due to a larger available pool of mannitol.;Ok;;;;;;;;;;;;;
Tallqvist1999a;a;Hypoxia, deoxygenation;Behavior;Flatfish;flounder (Platichthys flesus);1999;Tallqvist, M and Sandberg-Kilpi, E and Bonsdorff, E;Juvenile flounder, Platichthys flesus (L.), under hypoxia:: effects on tolerance, ventilation rate and predation efficiency;"The flounder, Platichthys flesus, is the most abundant flatfish species in the northern Baltic Sea. Juvenile Platichthys flesus are important epibenthic predators on shallow sandy bottoms in this area, and play an important role in structuring benthic infaunal communities by both lethal and sublethal predation. These areas are affected by periodic oxygen deficiency during summer and autumn when drifting algal mats are abundant, which causes changes in both structure and function of the zoobenthic community. Experiments were performed to test for the effects of hypoxia on: (1) tolerance; (2) ventilation rate; (3) lethal predation efficiency; and (4) sublethal predation efficiency (siphon cropping) of Platichthys flesus. In the lethal predation experiment, the amphipod Bathyporeia pilosa was used as prey, and in the siphon cropping experiment, the bivalve Macoma balthica was used. Recorded LT,, values of Platichthys flesus exposed to hypoxia were 1835 +/- 87 (mean+/-SE) min at 20\%, 149+/-8 min at 10\% and 23+/-2 min at 5\% oxygen saturation (13 degrees C, S 5 parts per thousand). In hypoxia, ventilation rate of Platichthys flesus increased at 30\% and 20\%, and decreased at 10\% and 5\% oxygen saturation compared with normoxia. The predation efficiency of juvenile Platichthys flesus was significantly lower at 20\% and 30\% compared with 40\% and 100\% oxygen saturation. In the sublethal predation experiment, the flounders cropped siphons most efficiently at moderate hypoxia (40\% oxygen saturation) compared with normoxia. Our results indicate that sublethal oxygen saturations (30-40\%) cause changes in physiology and predation behaviour of juvenile Platichthys flesus. Such functional changes in benthic communities, at sublethal oxygen saturations, may influence the energy flow of benthic food webs in areas that are affected by periodic oxygen deficiency. (C) 1999 Elsevier Science Ev All rights reserved.";10.1016/S0022-0981(99)00096-9;"""In our predation experiment, the survival of B. pilosa was significantly higher in predator treatments at 20% and 30% oxygen saturation than at 40% and 100% oxygen saturation. This means that either the predator is less efficient at lower oxygen saturations (20% and 30%) or the prey is more available at higher oxygen saturations (40% and 100%). No activity measurements of B. pilosa were made, but visual observations indicated no marked differences in swimming behaviour between treatments. A decrease in predation rate due to short-term hypoxia has been suggested to be caused by a decrease in predator activity (Sandberg, 1996, Johansson, 1997). According to our study, the critical oxygen saturation causing a decrease in predation efficiency of Platichthys flesus is at 30% oxygen saturation. For sole, Solea solea, a decrease in activity was recorded at an oxygen saturation of 40% and the lethal oxygen saturation for the same species was between 12% and 20% oxygen saturation (Van den Thillart et al., 1994).""";Northern Baltic Sea;60,00;20,00;Lab;Effects of hypoxia were measured on juvenile flounder in a lab setting for the impact on survival, ventilation, and predation efficiency.;Juvenile;Negative;N;;Reduced overall activity in hypoxia leads to declines in predation efficiency and increased ventilation as a result of oxygen stress. ;Ok;;;;;;;;;;;;;
Tao2024a;a;Warming, temperature;Habitat availability;haddock (Melanogrammus aeglefinus);haddock (Melanogrammus aeglefinus);2024;Tao, Hsiao-Hang and Chang, Chun-Wei and Hsieh, Chih-hao;Exploring mechanisms of spatial segregation between body size groups within fish populations under environmental change;"Ample evidence has indicated shifts in distribution of fish populations in response to environmental stress. However, most studies focused at the whole population scale. This neglects the spatial dynamics between groups of different body size (body size groups), that fundamentally shapes the spatial structure of a population. Here, we explored the mechanisms that modulate spatial dynamics of body size groups, and applied our analyses to three North Sea fish populations which experienced severe declines in biomass from 1977 to 2019: Atlantic cod Gadus morhua, haddock Melanogrammus aeglefinus and whiting Merlangius merlangius. All three populations exhibited strong declines in the overlapped area between body size groups in winter over 43 years, yet their mechanisms differed. These declines were either due to 1) different magnitudes of contraction of the distribution area of body size groups; and/or 2) different speeds and directions of spatial shift among various body size groups, both increasing spatial segregation within populations. These patterns were either associated with ocean warming, and/or declining population biomass, and such associations often varied according to distinct body size groups. Increasing spatial segregation between size groups of a population likely hampers life-cycle connectivity and stability to local perturbations. Our analytical approach provides a powerful tool for identifying vulnerable populations under environmental stress and can be generalized to study a variety of size/age structured populations at various ecosystem types.";10.1111/ecog.06730;"""In addition, raising sea bottom temperature was also associated with contraction of distribution area for all size groups of haddock.""";Northern North Sea;59,01;1,60;Model;Body size groups and distributions of body sizes (centroids within range for a given body size) were calculated for multiple commercially important fish species in the North Sea. This CPUE weighted center of mass was compared to measured declines in biomass as well as ocean warming to determine relationships.;Adult;Negative;N;;Consistent decrease in spatial overlap between body size groups, even as distribution area decreases in size.;Habitat availability?;;;;;;;;;;;;;
Tao2024a;a;Warming, temperature;Habitat availability;cod (Gadus morhua);cod (Gadus morhua);2024;Tao, Hsiao-Hang and Chang, Chun-Wei and Hsieh, Chih-hao;Exploring mechanisms of spatial segregation between body size groups within fish populations under environmental change;"Ample evidence has indicated shifts in distribution of fish populations in response to environmental stress. However, most studies focused at the whole population scale. This neglects the spatial dynamics between groups of different body size (body size groups), that fundamentally shapes the spatial structure of a population. Here, we explored the mechanisms that modulate spatial dynamics of body size groups, and applied our analyses to three North Sea fish populations which experienced severe declines in biomass from 1977 to 2019: Atlantic cod Gadus morhua, haddock Melanogrammus aeglefinus and whiting Merlangius merlangius. All three populations exhibited strong declines in the overlapped area between body size groups in winter over 43 years, yet their mechanisms differed. These declines were either due to 1) different magnitudes of contraction of the distribution area of body size groups; and/or 2) different speeds and directions of spatial shift among various body size groups, both increasing spatial segregation within populations. These patterns were either associated with ocean warming, and/or declining population biomass, and such associations often varied according to distinct body size groups. Increasing spatial segregation between size groups of a population likely hampers life-cycle connectivity and stability to local perturbations. Our analytical approach provides a powerful tool for identifying vulnerable populations under environmental stress and can be generalized to study a variety of size/age structured populations at various ecosystem types.";10.1111/ecog.06730;"""Particularly, the first mechanism (the contraction of the distribution area of body size groups) explained the spatial dynamics of Atlantic cod and haddock. We found that the mean distribution area across all groups declined over time for these two populations (Fig. 1), and the mean distribution area was positively associated with the mean overlapped area across pairs of body size groups (Fig. 3). Furthermore, the contraction of the distribution area of body size groups was related to declining population biomass over time for these two populations (Fig. 4, Supporting information). Particularly, for Atlantic cod, the rate of contraction was higher for larger size groups than smaller ones (p < 0.0001 for an interactive term of total stock biomass × body size group, Fig. 4). """;Northern North Sea;59,01;1,60;Model;Body size groups and distributions of body sizes (centroids within range for a given body size) were calculated for multiple commercially important fish species in the North Sea. This CPUE weighted center of mass was compared to measured declines in biomass as well as ocean warming to determine relationships.;Adult;Negative;N;;Consistent decrease in spatial overlap between body size groups, even as distribution area decreases in size.;Habitat availability?;;;;;;;;;;;;;
Tao2024a;a;Warming, temperature;Habitat availability;whiting (Merlangius merlangus);whiting (Merlangius merlangus);2024;Tao, Hsiao-Hang and Chang, Chun-Wei and Hsieh, Chih-hao;Exploring mechanisms of spatial segregation between body size groups within fish populations under environmental change;"Ample evidence has indicated shifts in distribution of fish populations in response to environmental stress. However, most studies focused at the whole population scale. This neglects the spatial dynamics between groups of different body size (body size groups), that fundamentally shapes the spatial structure of a population. Here, we explored the mechanisms that modulate spatial dynamics of body size groups, and applied our analyses to three North Sea fish populations which experienced severe declines in biomass from 1977 to 2019: Atlantic cod Gadus morhua, haddock Melanogrammus aeglefinus and whiting Merlangius merlangius. All three populations exhibited strong declines in the overlapped area between body size groups in winter over 43 years, yet their mechanisms differed. These declines were either due to 1) different magnitudes of contraction of the distribution area of body size groups; and/or 2) different speeds and directions of spatial shift among various body size groups, both increasing spatial segregation within populations. These patterns were either associated with ocean warming, and/or declining population biomass, and such associations often varied according to distinct body size groups. Increasing spatial segregation between size groups of a population likely hampers life-cycle connectivity and stability to local perturbations. Our analytical approach provides a powerful tool for identifying vulnerable populations under environmental stress and can be generalized to study a variety of size/age structured populations at various ecosystem types.";10.1111/ecog.06730;"""These results suggest that an increasing distance over time contributed to a decline in the overlap area between body size groups. Furthermore, the increasing distance over time appears to stem from different directions of distribution shift between size groups driven by ocean warming. For example, the center of abundance of larger-bodied whiting shifted westward, while smaller ones shifted eastward, in response to rising sea bottom temperature over the study period (p < 0.005 for an interactive term of sea bottom temperature × body size group id, Fig. 4c, Supporting information).

In contrast to Atlantic cod and haddock, which experienced contracted distribution area for all size groups, for whiting, only smaller size groups contracted their distribution while larger size groups expanded their distribution over time (Fig 4c). These opposite temporal trends likely cancelled out the overall temporal trends of the mean distribution area across size groups of whiting (Fig. 1f). Therefore, the contraction of distribution area of smaller size groups, as well as size-specific spatial shift, contributed together to the spatial segregation at the population level of whiting (Fig. 3c).""";Northern North Sea;59,01;1,60;Model;Body size groups and distributions of body sizes (centroids within range for a given body size) were calculated for multiple commercially important fish species in the North Sea. This CPUE weighted center of mass was compared to measured declines in biomass as well as ocean warming to determine relationships.;Adult;Mixed;N;;Consistent decrease in spatial overlap between body size groups, even as distribution area decreases in size, but impact on absolute range was dependent on body size group - positive for large, negative for small, leading to mixed effect.;Habitat availability?;;;;;;;;;;;;;
Tarling2000a;a;Warming, temperature;Behavior;Zooplankton;Meganyctiphanes norvegica (northern krill);2000;Tarling, G and Burrows, M and Matthews, J and Saborowski, R and Buchholz, F and Bedo, A and Mayzaud, P;An optimisation model of the diel vertical migration of northern krill (Meganyctiphanes norvegica) in the Clyde Sea and the Kattegat;An optimisation model was developed to examine the effect of predation risk and environmental conditions on the diel vertical migration (DVM) of adult northern krill (Meganyctiphanes norvegica). Model predictions were compared in two locations with contrasting environmental conditions, the Clyde Sea and the Kattegat. The model was constructed from a combination of parameterised functions and empirical field data obtained during summer conditions. Parameter matrices were set up to cover the entire water column over a 24-h period. The first matrix contained values for ``net energy gain,{''} which incorporated empirical data on temperature-dependent respiration, copepod and phytoplankton abundance, and a functional response model for feeding rate. The second matrix expressed the risk of encountering a generalised visual (fish) predator as a function of light levels. The optimisation procedure sought a path through depth and time such that the energy gain was equal to the amount necessary to grow, produce eggs, and moult, while the risk of predation was minimised. The model predicted DVM in both the Clyde Sea and the Kattegat. Sensitivity analyses showed that the predicted DVM pattern was mainly driven by food and predation risk, with temperature effects on metabolic costs: having a minor effect.;10.1139/cjfas-57-S3-38;"""The effect of temperature stratification was investigated
by making the water column a uniform temperature. Two
runs were carried out, one using the maximum temperature
observed and the other using the minimum temperature.
There was very little difference in the resulting time allocation strategies for either temperature that was used in both
the Clyde Sea and the Kattegat. Temperature was therefore
not considered particularly important in influencing predicted migration patterns.""";Kattegat;56,46;11,53;Model;"A model was developed describing diel vertical migration (DVM) and other movement strategies within the water column based on energy demands and predation risk (as a function of light). Other environmental factors were used to modify this relationship and modify behavior. ""The model is run iteratively to find a vertical distribution pattern that minimises the total mortality risk over the 24-h period while gaining enough energy to meet the daily demands of growth, moulting, and reproduction.""";Adult;Insignificant;N;;Relatively blunt approach to testing temperature effect. High sensitivity is shown to variations in predator density and feeding regime, rather than temperature.;Ok;;;;;;;;;;;;;
Teilmann2012a;a;Offshore wind and other marine infrastructure;Habitat availability;harbour porpoise (Phocoena phocoena);harbour porpoise (Phocoena phocoena);2012;Teilmann, Jonas and Carstensen, Jacob;Negative long term effects on harbour porpoises from a large scale offshore wind farm in the Baltic-evidence of slow recovery;Offshore wind farms constitute a new and fast growing industry all over the world. This study investigates the long term impact on harbour porpoises, Phocoena phocoena, for more than 10 years (2001-12) from the first large scale offshore wind farm in the world, Nysted Offshore Wind Farm, in the Danish western Baltic Sea (72 x 2.3 MW turbines). The wind farm was brought into full operation in December 2003. At six stations, acoustic porpoise detectors (T-PODs) were placed inside the wind farm area and at a reference area 10 km to the east, to monitor porpoise echolocation activity as a proxy of porpoise presence. A modified statistical BACI design was applied to detect changes in porpoise presence before, during and after construction of the wind farm. The results show that the echolocation activity has significantly declined inside Nysted Offshore Wind Farm since the baseline in 2001-2 and has not fully recovered yet. The echolocation activity inside the wind farm has been gradually increasing (from 11\% to 29\% of the baseline level) since the construction of the wind farm, possibly due to habituation of the porpoises to the wind farm or enrichment of the environment due to reduced fishing and to artificial reef effects.;10.1088/1748-9326/7/4/045101;"""The results show that the echolocation activity declined in Nysted Offshore Wind Farm after the baseline in 2001–2 (Carstensen et al 2006) and has not fully recovered yet. However, when comparing the wind farm area with the reference area in operation period 4 (2011–2), there is a relatively higher echolocation activity than during the construction period (2002–3) and operation period 1–3 (2004–6 and 2008–9), showing a significant increase from construction to operation period 4 in click PPM and encounter duration as well as significant increases in PPM from operation periods 2 and 3 to operation period 4. It is therefore likely that the strong negative effect on porpoises in Nysted Offshore Wind Farm is gradually diminishing possibly due to a habituation of the porpoises to the wind farm or enrichment to the environment favourable to porpoises due to less fishing and artificial reef effects (Petersen and Malm 2006).""";Danish Baltic Sea;54,56;11,61;Field;Stationary hydrophones were used to monitor harbour porpoise presence and activity both within the wind farm and 10km away (control) before, during, and after construction over a period of 10 years.;Adult;Negative;N;;Ongoing slow recovery in harbour porpoise abundance/frequency of occurrence within the wind farm could be due to acclimatization or habitat provisioning via the artificial reef effect of the turbines.;Habitat availability or avoidance behavior instead of geogr. range;;;;;;;;;;;;;
Thomas2022a;a;Offshore wind and other marine infrastructure;Community (e.g.  composition,  biodiversity);Seaweed & Seagrass;sugar kelp (Saccharina latissima);2022;Thomas, Jean-Baptiste E. and Sinha, Rajib and Strand, Asa and Soderqvist, Tore and Stadmark, Johanna and Franzen, Frida and Ingmansson, Ida and Grondahl, Fredrik and Hasselstrom, Linus;Marine biomass for a circular blue-green bioeconomy?: A life cycle perspective on closing nitrogen and phosphorus land-marine loops;A blue-green bioeconomy revolution is underway in Europe, with particular attention being paid to the development of new or underutilized marine biomass resources. The wild harvest and mariculture of low-trophic non-fed species of marine biomass may be contributing to circular economies, the mitigation of environmental problems such as eutrophication and climate change through the uptake of nutrients and carbon, while also recovering finite phosphorus from marine coastal environments, thus contributing to food security. The present study provides a cradle-to-gate life cycle perspective on seven established or innovative/emerging marine biomass utilization cases in Sweden: mariculture of sugar kelp, blue mussels, and ascidians and the harvest of invasive Pacific oysters along the Skagerrak coast, the mariculture of blue mussels in the Baltic sea, the harvest of common reed in the Stockholm archipelago, and the harvest of beach-cast seaweed in Gotland. Results showed that the mariculture cases were found to contribute to eutrophication and climate impact mitigation (at gate). All cases were found to contribute to closing the loop on phosphorus by enabling recovery from marine or coastal environments, bridging marine-land flows, all while performing well from an environmental perspective with a relatively low cumulative energy demand and low carbon and nutrient footprints. This highlights the potential of low-trophic biomass to contribute to phosphorus security in the future, and demonstrates the value of industrial ecology tools such as LCA in support of this imminent Decade of Ocean Science for Sustainable Development.;10.1111/jiec.13177;"""Furthermore, the mariculture cases assimilate more nutrients (N and P) and carbon (C) from marine environments than are emitted (as PO4-eqs. and CO2-eqs.), thus resulting in net impact mitigations (in a short-term cradle-to-gate perspective) as indicated by nutrient and carbon ROI indicators. As raw materials for the bioeconomy, therefore, low-trophic marine biomass should be recognized as a renewable/circular source of P, whose harvest can reduce nutrient levels in marine environments (thus potentially mitigating local eutrophication) and from which low-carbon products could be made.""";Skagerrak;58,87;10,97;Model;Cradle to gate lifecycle assessment of multiple low carbon mariculture approaches to circular economic development.;Adult;Positive;N;;Difficult to classify in the context of this review, this study looks at the impacts of kelp mariculture on eutrophication and nutrient levels, as well as in the context of carbon sequestration/mitigation potential.;Ok;;;;;;;;;;;;;
Thomsen2010a;a;Acidification;Growth/metabolism;Benthos;blue mussel (Mytilus edilus);2010;Thomsen, J. and Gutowska, M. A. and Saphoerster, J. and Heinemann, A. and Truebenbach, K. and Fietzke, J. and Hiebenthal, C. and Eisenhauer, A. and Koertzinger, A. and Wahl, M. and Melzner, F.;Calcifying invertebrates succeed in a naturally CO2-rich coastal habitat but are threatened by high levels of future acidification;CO2 emissions are leading to an acidification of the oceans. Predicting marine community vulnerability towards acidification is difficult, as adaptation processes cannot be accounted for in most experimental studies. Naturally CO2 enriched sites thus can serve as valuable proxies for future changes in community structure. Here we describe a natural analogue site in the Western Baltic Sea. Seawater pCO(2) in Kiel Fjord is elevated for large parts of the year due to upwelling of CO2 rich waters. Peak pCO(2) values of >230 Pa (>2300 mu atm) and pH(NBS) values of 400 Pa (>4000 mu atm). These changes will most likely affect calcification and recruitment, and increase external shell dissolution.;10.5194/bg-7-3879-2010;"""While current levels of CO2 enrichment may still permit
the dominance of calcifying communities in habitats such as
Kiel Fjord, future increases in pCO2 could deplete their tolerance capacity: an increase in seawater pCO2 from 39 to
78 Pa (385 to 770 µatm) due to future ocean acidification will
elevate CT by approximately 90 µmol kg−1
(at S = 20, AT =
2060 µmol kg−1
, T = 20 ◦C), but leave AT unaffected.""";German Baltic Sea;54.427533631429554;10.176812132828823;Lab;Multiple experiments were conducted to elucidate the impacts of acidification and phytoplankton availability on growth, calcification rates, shell morphology, and extracellular acid-base status.;Juvenile, Adult;Negative;N;;Notes that due to the timing of peak acidification during the summer months, mussel recruitment would likely be the first life stage impacted. While substantial adaptive capacity is observed, this is likely due to gradual long-term exposure to increasingly acidic conditions.;Ok;;;;;;;;;;;;;
Thomsen2013a;a;Acidification;Growth/metabolism;Benthos;blue mussel (Mytilus edilus);2013;Thomsen, Joern and Casties, Isabel and Pansch, Christian and Koertzinger, Arne and Melzner, Frank;Food availability outweighs ocean acidification effects in juvenile Mytilus edulis: laboratory and field experiments;Ocean acidification is expected to decrease calcification rates of bivalves. Nevertheless, in many coastal areas high pCO2 variability is encountered already today. Kiel Fjord (Western Baltic Sea) is a brackish (1220gkg1) and CO2 enriched habitat, but the blue mussel Mytilus edulis dominates the benthic community. In a coupled field and laboratory study we examined the annual pCO2 variability in this habitat and the combined effects of elevated pCO2 and food availability on juvenile M.edulis growth and calcification. In the laboratory experiment, mussel growth and calcification were found to chiefly depend on food supply, with only minor impacts of pCO2 up to 3350atm. Kiel Fjord was characterized by strong seasonal pCO2 variability. During summer, maximal pCO2 values of 2500atm were observed at the surface and >3000atm at the bottom. However, the field growth experiment revealed seven times higher growth and calcification rates of M.edulis at a high pCO2 inner fjord field station (mean pCO2 ca. 1000atm) in comparison to a low pCO2 outer fjord station (ca. 600atm). In addition, mussels were able to out-compete the barnacle Amphibalanus improvisus at the high pCO2 site. High mussel productivity at the inner fjord site was enabled by higher particulate organic carbon concentrations. Kiel Fjord is highly impacted by eutrophication, which causes bottom water hypoxia and consequently high seawater pCO2. At the same time, elevated nutrient concentrations increase the energy availability for filter feeding organisms such as mussels. Thus, M.edulis can dominate over a seemingly more acidification resistant species such as A.improvisus. We conclude that benthic stages of M.edulis tolerate high ambient pCO2 when food supply is abundant and that important habitat characteristics such as species interactions and energy availability need to be considered to predict species vulnerability to ocean acidification.;10.1111/gcb.12109;"""Our laboratory experiment results reveal a high toler-ance of the earliest benthic stage of M. edulis towardselevated pCO2 . For the ﬁrst time, we could demonstratethat freshly settled M. edulis survive high seawaterpCO2 and calcify at high rates when nutritional supplyis sufﬁcient. Compared to nutritional supply, pCO2 hasonly a minor impact on growth and calciﬁcation of set-tled M. edulis in both laboratory and ﬁeld experiments.""";German Baltic Sea;54.4228988348295;10.180810277152593;Lab;A mix of laboratory and benthocosm experiments were utilized under variable acidification and food availability conditions. Shell deposition, overall growth, and extracellular acid-base status were assessed.;Juvenile;Mixed-Negative;Y;Antagonistic;Acidification shown to have a very minor effect under sufficient nutrient conditions as long as acidification is not very extreme. The interaction is between acidification and eutrophication. Eutrophication facilitates both acidification (via hypoxia) and high food availability, so acts with contradictory effects in this situation.;Ok;;;;;;;;;;;;;
Thor2015a;a;Acidification;Growth/metabolism;Zooplankton;Pseudocalanus acuspes;2015;Thor, Peter and Oliver Oliva, Elisenda;Ocean acidification elicits different energetic responses in an Arctic and a boreal population of the copepod Pseudocalanus acuspes;Anthropogenic emissions cause the global CO2 partial pressure (pCO(2)) to increase, and atmospheric models predict a pCO(2) of similar to 1,000 A mu atm by the year 2100. About one-third of emitted CO2 is absorbed by the world's oceans, causing a decrease in ocean pH. Experiments show varying effects of this so-called ocean acidification (OA) on marine animals, and it has proven exceedingly difficult to establish general rules for OA effects among species. In the present study, we found different energetic OA effects in populations from Svalbard and Skagerrak of the same calanoid copepod species, Pseudocalanus acuspes. In the Svalbard population, ingestion rates showed an inverted U-shaped hormesis-like response with higher rates at pH 7.80 than at pH 7.95 and pH 7.61 at medium and high prey concentrations. On the other hand, ingestion rates were lower at pH 7.70 and pH 7.47 than at pH 7.95 only at high prey concentrations in the Skagerrak population. Secondly, we found significant interactions between the effects of pH and prey concentration on both ingestion rate and respiration rate in the Skagerrak population, which indicates that OA may influence the way ingestion and respiration relate to prey concentration. In conclusion, the results suggest that OA effects may be far from linearly related to pH in copepods, and moreover, the effects may vary within species between populations from different regions.;10.1007/s00227-015-2625-9;"""The results from the present study highlight the difficulties in establishing a general rule of OA effects in copepods. While OA effects on ingestion rates seemed consistent in the Svalbard population (inverted U-shaped response in two of three prey concentrations tested), they were modulated by prey concentration in the Skagerrak population (ingestion rates were only affected by pH at the high prey concentration).""";Skagerrak;58,25;11,29;Lab;Copepods were exposed to 3 different pH levels under three different food concentrations to determine the effect of both factors on ingestion rate.;Adult;Mixed-Negative;N;;Generally the Skagerrak copepods had lower ingestion rates at the intermediate pH value (opposite of the Svalbard individuals), but the effect was only significant at the highest food concentration.;In the Skagerrak weak-negative?;;;;;;;;;;;;;
Thor2025a;a;Acidification;Growth/metabolism;cod (Gadus morhua);cod (Gadus morhua);2025;Thor, Peter and Perry, Diana;Impact of climate change driven freshening, warming, and ocean acidification on the cellular metabolism of Atlantic Cod (Gadus morhua);Climate change is causing increasing sea surface temperature, ocean acidification and, in near shore waters, freshening. We investigated the metabolic effects of all three and their combination in Atlantic cod from the Skagerrak (eastern North Sea) by measuring concentration changes of a wide range of metabolites involved in energy production in the liver and muscles. Liver metabolism was more strongly affected than muscle, reflecting its central regulatory role. Most amino acid concentrations declined in both tissues across all treatments, and metabolomic pathway analysis revealed significant enrichment in ten metabolic pathways. This suggests enhanced amino acid metabolism in a climate change future. Warming and ocean acidification induced increased liver concentrations of lactate, glucose and fructose 1,6-bisphosphate indicating that gluconeogenesis will increase to meet increased production of enzymes to counter future stress. The molar contribution of glutamine to the total change in liver amino acids constituted 49\%, 16\% and 29\% under warming, ocean acidification and their combination accentuating its importance in energy production also under future climate change. We observed contrasting responses in AMP, ADP, and NAD+ concentrations between warming and acidification suggesting possible antagonistic effects. Our findings demonstrate significant and complex metabolic responses to future climate stress in Atlantic cod in northern European waters.;10.1038/s41598-025-21597-z;"""As we show here, the metabolic costs associated with exposure to climate change stress are both multi-facetted and profound, and there is no doubt that under chronic exposure these changes will have consequences for individual health. While stress response is individual, when environmental changes occur on large scales, entire populations are subjected to the same stressors leading to potential negative consequences for entire fish populations. In the case of Atlantic cod who’s populations already have extremely poor status in northern European waters15,16,71,72, the metabolomic changes we show here certainly are concerning.""";Swedish  Kattegat;58,22;11,41;Lab;Treatments: Control, freshening (decreased salinity), warming, ocean acidification, all;Juvenile;Negative;Y;Mixed;Liver metabolites more strongely affected;Ok;;;;;;;;;;;;;
